tweets,Twitter id,URLs,hashtags,date,source,likes,retweets,Location
"MTNL, BSNL not to be privatised, says Union Minister Ravi Shankar Prasad",1186957647490109440,[],[],2019-10-23 10:48:50,Twitter Web App,65,8,
"JSW Steel Profit Jumps 20% To Rs 2,560 Crore In September Quarter
https://t.co/DosxZHNJaL",1186951093902696448,"[{'url': 'https://t.co/DosxZHNJaL', 'expanded_url': 'https://www.ndtv.com/business/jsw-steel-share-price-jsw-steel-earnings-jsw-steel-september-quarter-profit-jumps-to-rs-2-560-crore-2121445', 'display_url': 'ndtv.com/business/jsw-s…', 'indices': [66, 89]}]",[],2019-10-23 10:22:47,Twitter Web App,6,2,
"Sensex, Nifty End Higher; Infosys Rebounds After Worst Day In Six Years
https://t.co/7NtTlPiLGp",1186948185945559040,"[{'url': 'https://t.co/7NtTlPiLGp', 'expanded_url': 'https://www.ndtv.com/business/sensex-nifty-today-news-sensex-nifty-end-higher-infosys-rebounds-after-worst-day-in-six-years-2121439', 'display_url': 'ndtv.com/business/sense…', 'indices': [72, 95]}]",[],2019-10-23 10:11:14,Twitter Web App,3,0,
"Risk Of Contagion Rising In India's Financial Sector, Warn Rating Agencies https://t.co/DB11Fvk94i",1186926545400549377,"[{'url': 'https://t.co/DB11Fvk94i', 'expanded_url': 'https://www.ndtv.com/business/risk-of-contagion-rising-in-indias-financial-sector-warn-rating-agencies-standard-poors-2121362', 'display_url': 'ndtv.com/business/risk-…', 'indices': [75, 98]}]",[],2019-10-23 08:45:15,Twitter Web App,4,2,
"Bajaj Auto Profit Rises 22% In September Quarter; Shares Jump
https://t.co/jpsoBsSWoy",1186910703824715776,"[{'url': 'https://t.co/jpsoBsSWoy', 'expanded_url': 'https://www.ndtv.com/business/bajaj-auto-earnings-bajaj-auto-profit-rises-22-in-september-quarter-shares-jump-2121325', 'display_url': 'ndtv.com/business/bajaj…', 'indices': [62, 85]}]",[],2019-10-23 07:42:18,Twitter Web App,18,6,
"Kotak Mahindra Bank, Axis Bank Signal Stress In Their Loan Books
https://t.co/fqTnPnbQXx",1186883865190682624,"[{'url': 'https://t.co/fqTnPnbQXx', 'expanded_url': 'https://www.ndtv.com/business/kotak-mahindra-bank-axis-bank-signal-stress-in-their-loan-books-2121241', 'display_url': 'ndtv.com/business/kotak…', 'indices': [65, 88]}]",[],2019-10-23 05:55:39,Twitter Web App,26,7,
"Infosys Rises Over 1% As Shares Recover Early Losses
https://t.co/yoabKQe4Qa",1186875214564483072,"[{'url': 'https://t.co/yoabKQe4Qa', 'expanded_url': 'https://www.ndtv.com/business/infosys-infy-share-price-infosys-stock-price-recover-early-losses-to-rise-more-than-1-percent-2121194', 'display_url': 'ndtv.com/business/infos…', 'indices': [53, 76]}]",[],2019-10-23 05:21:16,Twitter Web App,15,4,
"Sensex Falls Over 80 Points, Nifty Near 11,550: LIVE Updates
https://t.co/QPv544d02A",1186855768626102272,"[{'url': 'https://t.co/QPv544d02A', 'expanded_url': 'https://www.ndtv.com/business/bse-sensex-today-live-market-update-nifty-likely-to-open-flat-axis-bank-infosys-shares-in-focus-2121147', 'display_url': 'ndtv.com/business/bse-s…', 'indices': [61, 84]}]",[],2019-10-23 04:04:00,Twitter Web App,16,2,
"Sensex falls over 80 points, Nifty near 11,550 as markets give up early gains; Yes Bank, Tata Motors top losers… https://t.co/tlo14xi6Bm",1186855656923381761,"[{'url': 'https://t.co/tlo14xi6Bm', 'expanded_url': 'https://twitter.com/i/web/status/1186855656923381761', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]",[],2019-10-23 04:03:33,Twitter Web App,15,4,
"Sensex, Nifty Likely To Open Flat Today
https://t.co/QPv544d02A",1186841786028711937,"[{'url': 'https://t.co/QPv544d02A', 'expanded_url': 'https://www.ndtv.com/business/bse-sensex-today-live-market-update-nifty-likely-to-open-flat-axis-bank-infosys-shares-in-focus-2121147', 'display_url': 'ndtv.com/business/bse-s…', 'indices': [40, 63]}]",[],2019-10-23 03:08:26,Twitter Web App,29,3,
Oil Imports In September Fall To Lowest Level In Over 3 Years https://t.co/16vKalji7m,1186635444181594112,"[{'url': 'https://t.co/16vKalji7m', 'expanded_url': 'https://www.ndtv.com/business/oil-imports-in-september-fall-to-lowest-level-in-over-3-years-crude-oil-prices-oil-rates-2120981', 'display_url': 'ndtv.com/business/oil-i…', 'indices': [62, 85]}]",[],2019-10-22 13:28:31,Twitter Web App,45,10,
"Sensex, Nifty Snap Six-Day Winning Streak Led By Losses In Infosys
https://t.co/rqttFUYSj6",1186585560376172545,"[{'url': 'https://t.co/rqttFUYSj6', 'expanded_url': 'https://www.ndtv.com/business/sensex-nifty-today-sensex-nifty-snap-six-day-winning-streak-led-by-losses-in-infosys-2120839', 'display_url': 'ndtv.com/business/sense…', 'indices': [67, 90]}]",[],2019-10-22 10:10:17,Twitter Web App,38,6,
Bajaj Finance Profit Rises 50% In September Quarter https://t.co/Bz3OBiKm1v,1186565526212005888,"[{'url': 'https://t.co/Bz3OBiKm1v', 'expanded_url': 'https://www.ndtv.com/business/bajaj-finance-september-quarter-earnings-bajaj-finance-profit-rises-50-in-september-quarter-2120771', 'display_url': 'ndtv.com/business/bajaj…', 'indices': [52, 75]}]",[],2019-10-22 08:50:41,Twitter Web App,24,4,
"Sensex, Nifty Likely To Open Lower Today; Infosys Shares In Focus
https://t.co/Uneqi9kdjl",1186483961112907776,"[{'url': 'https://t.co/Uneqi9kdjl', 'expanded_url': 'https://www.ndtv.com/business/bse-sensex-today-stock-market-live-updates-sensex-nifty-likely-to-open-lower-infosys-shares-in-focus-2120574', 'display_url': 'ndtv.com/business/bse-s…', 'indices': [66, 89]}]",[],2019-10-22 03:26:34,Twitter Web App,32,6,
"Infosys Takes Worst Dive In 6 Years After Whistleblowers Target CEO
https://t.co/hvBvnJ0Prf",1186483047287312384,"[{'url': 'https://t.co/hvBvnJ0Prf', 'expanded_url': 'https://www.ndtv.com/business/infosys-share-price-infosys-takes-worst-dive-in-6-years-after-whistleblowers-target-ceo-salil-parekh-2120583', 'display_url': 'ndtv.com/business/infos…', 'indices': [68, 91]}]",[],2019-10-22 03:22:56,Twitter Web App,47,7,
US-Listed Shares Of Infosys Fall Nearly 16% After Whistleblower Complaints https://t.co/hwzv6YXah6,1186309927209291777,"[{'url': 'https://t.co/hwzv6YXah6', 'expanded_url': 'https://www.ndtv.com/business/infosys-shares-price-us-listed-shares-of-infosys-fall-nearly-16-after-whistleblower-complaints-2120456?fb', 'display_url': 'ndtv.com/business/infos…', 'indices': [75, 98]}]",[],2019-10-21 15:55:01,Twitter Web App,16,5,
Will Gold Demand Surge This Dhanteras? Here's What Experts Say https://t.co/0piR9VVmKL,1186293294982021120,"[{'url': 'https://t.co/0piR9VVmKL', 'expanded_url': 'https://www.ndtv.com/business/gold-buying-investment-this-dhanteras-diwali-will-gold-demand-rise-this-festival-prices-discounts-2120436', 'display_url': 'ndtv.com/business/gold-…', 'indices': [63, 86]}]",[],2019-10-21 14:48:56,Twitter Web App,40,4,
"Banking Operations To Be Hit On Tuesday As Employees To Go On Strike
https://t.co/uI5k0HANFP",1186272379841867776,"[{'url': 'https://t.co/uI5k0HANFP', 'expanded_url': 'https://www.ndtv.com/business/bank-strike-news-banking-operations-to-be-hit-on-tuesday-as-employees-to-go-on-strike-2120421', 'display_url': 'ndtv.com/business/bank-…', 'indices': [69, 92]}]",[],2019-10-21 13:25:49,Twitter Web App,56,20,
All You Need To Know About Jio “All-In-One” Plans https://t.co/rDG9Pc5DCz,1186203455494508544,"[{'url': 'https://t.co/rDG9Pc5DCz', 'expanded_url': 'https://www.ndtv.com/business/jio-new-all-in-one-plans-reliance-jio-launches-all-in-one-plans-at-rs-222-rs-333-rs-444-2120238', 'display_url': 'ndtv.com/business/jio-n…', 'indices': [50, 73]}]",[],2019-10-21 08:51:57,Twitter Web App,21,4,
"Rural India's Consumption Slows To Seven-Year-Low: Nielsen
https://t.co/f32z1GxzB8",1186185069565640704,"[{'url': 'https://t.co/f32z1GxzB8', 'expanded_url': 'https://www.ndtv.com/business/rural-indias-consumption-slows-to-seven-year-low-nielsen-2120198', 'display_url': 'ndtv.com/business/rural…', 'indices': [59, 82]}]",[],2019-10-21 07:38:53,Twitter Web App,55,13,
"China, India Top List Of 20 Drivers Of Growth in 2024, US At Number 3
https://t.co/oyhsDp8F0u",1186147973522055168,"[{'url': 'https://t.co/oyhsDp8F0u', 'expanded_url': 'https://www.ndtv.com/business/global-economic-growth-news-china-india-top-list-of-20-drivers-of-growth-in-2024-us-at-number-3-2120089', 'display_url': 'ndtv.com/business/globa…', 'indices': [70, 93]}]",[],2019-10-21 05:11:29,Twitter Web App,47,6,
Strike On October 22 May Impact Operations Of These Banks https://t.co/DcPkGdI9JZ,1185845365523640320,"[{'url': 'https://t.co/DcPkGdI9JZ', 'expanded_url': 'https://www.ndtv.com/business/bank-strike-on-tuesday-october-22-bank-strike-bank-schedule-bank-holidays-in-october-2019-2119779', 'display_url': 'ndtv.com/business/bank-…', 'indices': [58, 81]}]",[],2019-10-20 09:09:01,Twitter Web App,38,6,
"Brexit Vote, Earnings To Guide Markets Ahead, Say Experts https://t.co/W1yWBnMWzq",1185815728319938560,"[{'url': 'https://t.co/W1yWBnMWzq', 'expanded_url': 'https://www.ndtv.com/business/market-outlook-brexit-vote-earnings-to-guide-markets-ahead-say-experts-sensex-nifty-2119763', 'display_url': 'ndtv.com/business/marke…', 'indices': [58, 81]}]",[],2019-10-20 07:11:15,Twitter Web App,24,1,
SBI May Post Impressive Earnings On Steady Performance: Experts https://t.co/tWgjJbObdD,1185811849800929280,"[{'url': 'https://t.co/tWgjJbObdD', 'expanded_url': 'https://www.ndtv.com/business/sbi-may-post-impressive-earnings-on-steady-performance-experts-sbi-september-quarter-results-2119737', 'display_url': 'ndtv.com/business/sbi-m…', 'indices': [64, 87]}]",[],2019-10-20 06:55:50,Twitter Web App,10,1,
"HDFC Bank Net Profit Rises 27% In September Quarter; Asset Quality Stable
https://t.co/LsaDZ28hiz",1185517983486992384,"[{'url': 'https://t.co/LsaDZ28hiz', 'expanded_url': 'https://www.ndtv.com/business/hdfc-bank-net-profit-rises-27-in-september-quarter-asset-quality-stable-2119506', 'display_url': 'ndtv.com/business/hdfc-…', 'indices': [74, 97]}]",[],2019-10-19 11:28:07,Twitter Web App,58,14,
"Nirmala Sitharaman Calls For 'Concerted Action' Against Slowdown at IMF
https://t.co/VgvuBMgBPX",1185453882312294400,"[{'url': 'https://t.co/VgvuBMgBPX', 'expanded_url': 'https://www.ndtv.com/business/nirmala-sitharaman-calls-for-concerted-action-against-slowdown-at-imf-2119392', 'display_url': 'ndtv.com/business/nirma…', 'indices': [72, 95]}]",[],2019-10-19 07:13:24,Twitter Web App,68,7,
"IMF Says Corporate Income Tax Cut Will Help Revive Investment In India
https://t.co/060HuDiA5a",1185428556320428035,"[{'url': 'https://t.co/060HuDiA5a', 'expanded_url': 'https://www.ndtv.com/business/imf-says-corporate-income-tax-cut-will-help-revive-investment-in-india-2119339', 'display_url': 'ndtv.com/business/imf-s…', 'indices': [71, 94]}]",[],2019-10-19 05:32:46,Twitter Web App,46,9,
"Market Regulator Tightens Norms For Resignation Of Auditors
https://t.co/n78WAoOfUu",1185427208019402752,"[{'url': 'https://t.co/n78WAoOfUu', 'expanded_url': 'https://www.ndtv.com/business/market-regulator-tightens-norms-for-resignation-of-auditors-2119334', 'display_url': 'ndtv.com/business/marke…', 'indices': [60, 83]}]",[],2019-10-19 05:27:25,Twitter Web App,6,1,
"Commerce Minister Suggests 'Probe' On E-Commerce Firms
https://t.co/QGLMzrXGWG",1185424348749819905,"[{'url': 'https://t.co/QGLMzrXGWG', 'expanded_url': 'https://www.ndtv.com/business/commerce-minister-suggests-probe-on-e-commerce-firms-2119328', 'display_url': 'ndtv.com/business/comme…', 'indices': [55, 78]}]",[],2019-10-19 05:16:03,Twitter Web App,4,3,
"Jio Profit At Rs 990 Crore In September Quarter, User Base Crosses 35 Crore
https://t.co/wSjZyoDJ6O",1185191950237876225,"[{'url': 'https://t.co/wSjZyoDJ6O', 'expanded_url': 'https://www.ndtv.com/business/jio-profit-q2-reliance-jio-infocomm-earnings-reliance-jio-reports-earnings-for-july-september-2019-2119090', 'display_url': 'ndtv.com/business/jio-p…', 'indices': [76, 99]}]",[],2019-10-18 13:52:35,Twitter Web App,47,8,
"Reliance Industries Profit Rises 18% To Rs. 11,262 Crore In September Quarter
https://t.co/uQu5MCoS2O",1185182470615920640,"[{'url': 'https://t.co/uQu5MCoS2O', 'expanded_url': 'https://www.ndtv.com/business/reliance-industries-ril-mukesh-ambani-news-reliance-industries-profit-ril-september-results-reliance-2119012', 'display_url': 'ndtv.com/business/relia…', 'indices': [78, 101]}]",[],2019-10-18 13:14:55,Twitter Web App,144,28,
"RBI Signals Scope For More Rate Cuts To Push Growth
https://t.co/npXe2MmHyC",1185180854848344066,"[{'url': 'https://t.co/npXe2MmHyC', 'expanded_url': 'https://www.ndtv.com/business/rbi-news-reserve-bank-of-india-repo-rate-rbi-signals-scope-for-more-rate-cuts-to-boost-growth-2119108', 'display_url': 'ndtv.com/business/rbi-n…', 'indices': [52, 75]}]",[],2019-10-18 13:08:30,Twitter Web App,24,6,
"Government To Take More Steps To Boost Growth: Chief Economic Adviser
https://t.co/KNnbCEn3XK",1185171732530774016,"[{'url': 'https://t.co/KNnbCEn3XK', 'expanded_url': 'https://www.ndtv.com/business/government-to-take-more-steps-to-boost-consumer-demand-growth-chief-economic-adviser-2119087', 'display_url': 'ndtv.com/business/gover…', 'indices': [70, 93]}]",[],2019-10-18 12:32:15,Twitter Web App,32,3,
"Sensex, Nifty Gain For Sixth Day In A Row Led By Reliance Industries
https://t.co/qihTNSyAVm",1185136205177868289,"[{'url': 'https://t.co/qihTNSyAVm', 'expanded_url': 'https://www.ndtv.com/business/sensex-nifty-today-sensex-nifty-gain-for-sixth-day-in-a-row-led-by-reliance-industries-2118974', 'display_url': 'ndtv.com/business/sense…', 'indices': [69, 92]}]",[],2019-10-18 10:11:04,Twitter Web App,23,2,
"Reliance Industries Shares Hit New 52-Week High Ahead Of Earnings Announcement
https://t.co/44eQ1QBhgY",1185071392376541184,"[{'url': 'https://t.co/44eQ1QBhgY', 'expanded_url': 'https://www.ndtv.com/business/reliance-industries-share-price-market-value-ril-shares-hit-52-week-high-market-cap-rs-9-lakh-crore-2118777', 'display_url': 'ndtv.com/business/relia…', 'indices': [79, 102]}]",[],2019-10-18 05:53:32,Twitter Web App,17,7,
"Sensex Rises Over 100 Points, Nifty Crosses 11,600 As Markets Recover Early Losses: LIVE Updates
https://t.co/aoPbFg6T8g",1185046459885879299,"[{'url': 'https://t.co/aoPbFg6T8g', 'expanded_url': 'https://www.ndtv.com/business/bse-sensex-today-live-market-update-sensex-nifty-likely-to-open-lower-reliance-ril-earnings-in-focus-2118702', 'display_url': 'ndtv.com/business/bse-s…', 'indices': [97, 120]}]",[],2019-10-18 04:14:27,Twitter Web App,25,4,
"Sensex rises nearly 100 points, Nifty hits 11,600 as markets recover early losses; UltraTech Cement, Yes Bank top g… https://t.co/gyZDzTlQTO",1185044173474283520,"[{'url': 'https://t.co/gyZDzTlQTO', 'expanded_url': 'https://twitter.com/i/web/status/1185044173474283520', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",[],2019-10-18 04:05:22,Twitter Web App,17,5,
Jet Airways First Indian Company To Face Cross-Border Insolvency: Report https://t.co/WdIQ0EnTaD,1184863164065693698,"[{'url': 'https://t.co/WdIQ0EnTaD', 'expanded_url': 'https://www.ndtv.com/business/jet-airways-first-indian-company-to-face-cross-border-insolvency-report-2118571', 'display_url': 'ndtv.com/business/jet-a…', 'indices': [73, 96]}]",[],2019-10-17 16:06:06,Twitter Web App,40,6,
"Sensex, Nifty End At Three-Week Highs As Markets Extend Gains To 5th Day: 10 Things To Know
https://t.co/Ql1pcwfxtL",1184796288027709440,"[{'url': 'https://t.co/Ql1pcwfxtL', 'expanded_url': 'https://www.ndtv.com/business/bse-sensex-today-market-updates-sensex-nifty-extend-gains-to-fifth-straight-day-banking-stocks-surge-2118365', 'display_url': 'ndtv.com/business/bse-s…', 'indices': [92, 115]}]",[],2019-10-17 11:40:22,Twitter Web App,7,2,
Bank Employee Unions Call Strike To Protest Against Mergers: 10 Things To Know https://t.co/Mu5TXqn8qs,1184791263666556930,"[{'url': 'https://t.co/Mu5TXqn8qs', 'expanded_url': 'https://www.ndtv.com/business/bank-strike-date-banks-holidays-banks-shut-on-october-22-banks-schedule-in-october-2019-2118382', 'display_url': 'ndtv.com/business/bank-…', 'indices': [79, 102]}]",[],2019-10-17 11:20:24,Twitter Web App,25,7,
"Sensex Jumps Over 350 Points, Nifty Hits 11,550 As Banking Stocks Surge
https://t.co/TRase6nZ8I",1184748524371472385,"[{'url': 'https://t.co/TRase6nZ8I', 'expanded_url': 'https://www.ndtv.com/business/bse-sensex-today-stock-market-updates-sensex-jumps-over-350-points-nifty-hits-11550-bank-stocks-rise-2118301', 'display_url': 'ndtv.com/business/bse-s…', 'indices': [72, 95]}]",[],2019-10-17 08:30:34,Twitter Web App,25,2,
"Sensex rises over 300 points, Nifty firm above 11,500; banking stocks lead gains #Sensex #Nifty #MarketUpdates",1184746017394167808,[],"[{'text': 'Sensex', 'indices': [81, 88]}, {'text': 'Nifty', 'indices': [89, 95]}, {'text': 'MarketUpdates', 'indices': [96, 110]}]",2019-10-17 08:20:36,Twitter Web App,11,1,
"12 Big Economies Failing In Budget Spending For Growth, India On List: Report
https://t.co/QL5L2wmhXt",1184721040649252864,"[{'url': 'https://t.co/QL5L2wmhXt', 'expanded_url': 'https://www.ndtv.com/business/12-big-economies-failing-in-budget-spending-for-growth-india-on-list-report-2118188', 'display_url': 'ndtv.com/business/12-bi…', 'indices': [78, 101]}]",[],2019-10-17 06:41:21,Twitter Web App,23,4,
"Microsoft CEO Satya Nadella Gets 66% Pay Hike In Fiscal Year 2019, Takes Home $42.9 Million
https://t.co/sqg4q8Z0KJ",1184698543631503360,"[{'url': 'https://t.co/sqg4q8Z0KJ', 'expanded_url': 'https://www.ndtv.com/business/microsoft-ceo-satya-nadella-salary-gets-66-salary-raise-in-fiscal-year-2019-2118138', 'display_url': 'ndtv.com/business/micro…', 'indices': [92, 115]}]",[],2019-10-17 05:11:58,Twitter Web App,88,18,
"Sensex Rises Over 100 Points, Nifty Hits 11,480
https://t.co/xmEYm9AFjb",1184681187001819138,"[{'url': 'https://t.co/xmEYm9AFjb', 'expanded_url': 'https://www.ndtv.com/business/bse-sensex-today-live-market-updates-sensex-nifty-likely-to-open-flat-today-track-latest-updates-2118098', 'display_url': 'ndtv.com/business/bse-s…', 'indices': [48, 71]}]",[],2019-10-17 04:02:59,Twitter Web App,10,3,
"Sensex rises over 100 points, Nifty touches 11,480; Eicher Motors, Yes Bank, HDFC top gainers #Sensex #Nifty #MarketUpdates",1184680889470476288,[],"[{'text': 'Sensex', 'indices': [94, 101]}, {'text': 'Nifty', 'indices': [102, 108]}, {'text': 'MarketUpdates', 'indices': [109, 123]}]",2019-10-17 04:01:49,Twitter Web App,10,2,
Reliance Jio's Value Proposition Strong Despite Charge: Merrill Lynch https://t.co/yYopOkd41k,1184496218077949954,"[{'url': 'https://t.co/yYopOkd41k', 'expanded_url': 'https://www.ndtv.com/business/reliance-jio-remains-cheapest-offering-despite-6-paise-iuc-charge-merrill-lynch-2117978', 'display_url': 'ndtv.com/business/relia…', 'indices': [70, 93]}]",[],2019-10-16 15:47:59,Twitter Web App,28,3,
Banking Operations May Be Hit On October 22 Due To Strike: Bank Of Baroda https://t.co/pwK2jt1wNh,1184463858519265281,"[{'url': 'https://t.co/pwK2jt1wNh', 'expanded_url': 'https://www.ndtv.com/business/bank-strike-bank-holidays-in-october-2019-banks-closed-on-these-days-bank-schedule-2117920', 'display_url': 'ndtv.com/business/bank-…', 'indices': [74, 97]}]",[],2019-10-16 13:39:24,Twitter Web App,42,7,
Slowing Bank Lending Overshadows Economic Rebound Hopes: Report https://t.co/Q5miGpvsyi,1184425387612196865,"[{'url': 'https://t.co/Q5miGpvsyi', 'expanded_url': 'https://www.ndtv.com/business/slowing-bank-lending-overshadows-economic-rebound-hopes-report-2117799', 'display_url': 'ndtv.com/business/slowi…', 'indices': [64, 87]}]",[],2019-10-16 11:06:32,Twitter Web App,46,15,
"Sensex, Nifty Gain For Fourth Day In A row Led By HDFC, Reliance Industries
https://t.co/NiBdTfVMGH",1184410791451082752,"[{'url': 'https://t.co/NiBdTfVMGH', 'expanded_url': 'https://www.ndtv.com/business/sensex-news-sensex-nifty-gain-for-fourth-day-in-a-row-led-by-hdfc-reliance-industries-2117754', 'display_url': 'ndtv.com/business/sense…', 'indices': [76, 99]}]",[],2019-10-16 10:08:32,Twitter Web App,18,4,
Fuel Demand Fell 0.1% In September https://t.co/OZJDt0H7QU,1184398614426091521,"[{'url': 'https://t.co/OZJDt0H7QU', 'expanded_url': 'https://www.ndtv.com/business/fuel-demand-fell-0-1-in-september-2117715', 'display_url': 'ndtv.com/business/fuel-…', 'indices': [35, 58]}]",[],2019-10-16 09:20:09,Twitter Web App,9,1,
"Bank Of Maharashtra Complains Of Fake News About Financials
https://t.co/aquvyK4mwY",1184397915046862848,"[{'url': 'https://t.co/aquvyK4mwY', 'expanded_url': 'https://www.ndtv.com/business/bank-of-maharashtra-complains-of-fake-news-about-financials-2117714', 'display_url': 'ndtv.com/business/bank-…', 'indices': [60, 83]}]",[],2019-10-16 09:17:22,Twitter Web App,40,4,
"India To Grow 7% In 2020 As Bottlenecks Clear Up: IMF Chief Economist Gita Gopinath
https://t.co/FjAi15IDi4",1184360639482875905,"[{'url': 'https://t.co/FjAi15IDi4', 'expanded_url': 'https://www.ndtv.com/business/india-to-recover-to-7-growth-in-2020-imf-chief-economist-gita-gopinath-2117600', 'display_url': 'ndtv.com/business/india…', 'indices': [84, 107]}]",[],2019-10-16 06:49:15,Twitter Web App,126,19,
"Wipro Shares Gain After Its Profit Rises 7% In September Quarter
https://t.co/lRIDQwkqUV",1184353027613872128,"[{'url': 'https://t.co/lRIDQwkqUV', 'expanded_url': 'https://www.ndtv.com/business/wipro-share-news-wipro-shares-gain-after-its-profit-rises-7-in-september-quarter-2117579', 'display_url': 'ndtv.com/business/wipro…', 'indices': [65, 88]}]",[],2019-10-16 06:19:00,Twitter Web App,20,4,
"""No Negative Feedback, Full Confidence India Will Welcome Huawei"": CEO
https://t.co/zSYFQQlpkk",1184348025075814400,"[{'url': 'https://t.co/zSYFQQlpkk', 'expanded_url': 'https://www.ndtv.com/business/no-negative-feedback-full-confidence-india-will-welcome-huawei-ceo-2117564', 'display_url': 'ndtv.com/business/no-ne…', 'indices': [71, 94]}]",[],2019-10-16 05:59:07,Twitter Web App,19,7,
"Sensex Rises Over 150 Points, Nifty Crosses 11,450: LIVE Market Updates
https://t.co/BgmRfmLv1I",1184318508655505408,"[{'url': 'https://t.co/BgmRfmLv1I', 'expanded_url': 'https://www.ndtv.com/business/bse-sensex-today-live-market-updates-sensex-nifty-likely-to-open-higher-wipro-share-price-in-focus-2117489', 'display_url': 'ndtv.com/business/bse-s…', 'indices': [72, 95]}]",[],2019-10-16 04:01:50,Twitter Web App,15,2,
"Sensex rises over 150 points, Nifty moves above 11,450; financial, energy stocks lead gains #Sensex #Nifty #MarketUpdates",1184318124641796096,[],"[{'text': 'Sensex', 'indices': [92, 99]}, {'text': 'Nifty', 'indices': [100, 106]}, {'text': 'MarketUpdates', 'indices': [107, 121]}]",2019-10-16 04:00:19,Twitter Web App,27,6,
"India Retains World's Fastest-Growing Rank, Tying With China: IMF https://t.co/b1kicaoPY7",1184115470690992128,"[{'url': 'https://t.co/b1kicaoPY7', 'expanded_url': 'https://www.ndtv.com/business/india-retains-worlds-fastest-growing-rank-tying-with-china-imf-2117344', 'display_url': 'ndtv.com/business/india…', 'indices': [66, 89]}]",[],2019-10-15 14:35:02,Twitter Web App,59,11,
"Exports Dip 6.57% In September, Trade Deficit Narrows https://t.co/Xtw5uUqZ5q",1184110044012376064,"[{'url': 'https://t.co/Xtw5uUqZ5q', 'expanded_url': 'https://www.ndtv.com/business/exports-dip-6-57-in-september-trade-deficit-narrows-2117339', 'display_url': 'ndtv.com/business/expor…', 'indices': [54, 77]}]",[],2019-10-15 14:13:28,Twitter Web App,30,4,
"Sensex, Nifty Rise For Third Day In A Row Led By Auto, Banking Shares
https://t.co/uMW4NGZwiF",1184078473351974914,"[{'url': 'https://t.co/uMW4NGZwiF', 'expanded_url': 'https://www.ndtv.com/business/sensex-nifty-for-third-day-in-a-row-led-by-auto-banking-shares-2117172', 'display_url': 'ndtv.com/business/sense…', 'indices': [70, 93]}]",[],2019-10-15 12:08:01,Twitter Web App,15,4,
"Wipro Reports Profit Of Rs 2,553 Crore In September Quarter
https://t.co/431Y6QYvat",1184059049899249664,"[{'url': 'https://t.co/431Y6QYvat', 'expanded_url': 'https://www.ndtv.com/business/wipro-share-price-wipro-q2-earnings-wipro-reports-earnings-for-july-september-period-2117142', 'display_url': 'ndtv.com/business/wipro…', 'indices': [60, 83]}]",[],2019-10-15 10:50:50,Twitter Web App,32,5,
SBI Savings Accounts To Fetch Lesser Interest From November 1 https://t.co/ZeUPrWfFSl,1184046732474077184,"[{'url': 'https://t.co/ZeUPrWfFSl', 'expanded_url': 'https://www.ndtv.com/business/sbi-interest-rates-on-savings-accounts-revised-latest-sbi-rates-in-october-november-2019-2117140', 'display_url': 'ndtv.com/business/sbi-i…', 'indices': [62, 85]}]",[],2019-10-15 10:01:54,Twitter Web App,2,2,
"Flipkart , Amazon Festive Discounts Under Lens After Retailer Complaints
https://t.co/5ACkcKb3md",1184043417292042240,"[{'url': 'https://t.co/5ACkcKb3md', 'expanded_url': 'https://www.ndtv.com/business/flipkart-amazon-festive-discounts-under-lens-after-retailer-complaints-2117153', 'display_url': 'ndtv.com/business/flipk…', 'indices': [73, 96]}]",[],2019-10-15 09:48:43,Twitter Web App,22,3,
"Sensex Jumps Over 300 Points, Nifty Tops 11,400 As Markets Rise For Third Straight Day
https://t.co/NG5Q7Feelo",1184012630580555776,"[{'url': 'https://t.co/NG5Q7Feelo', 'expanded_url': 'https://www.ndtv.com/business/bse-sensex-today-share-market-today-sensex-jumps-over-300-points-nifty-tops-11-400-2117032', 'display_url': 'ndtv.com/business/bse-s…', 'indices': [87, 110]}]",[],2019-10-15 07:46:23,Twitter Web App,27,2,
"Petrol, Diesel Prices Cut By 5 Paise Across Metros. Check Prices Here
https://t.co/q7srXVGJFv",1184005497902501888,"[{'url': 'https://t.co/q7srXVGJFv', 'expanded_url': 'https://www.ndtv.com/business/petrol-diesel-prices-today-petrol-diesel-prices-cut-by-5-paise-across-metros-check-prices-here-2117025', 'display_url': 'ndtv.com/business/petro…', 'indices': [70, 93]}]",[],2019-10-15 07:18:03,Twitter Web App,22,5,
"Attached Properties Of Amrapali Group To Be Auctioned, Says Supreme Court
https://t.co/cwVV8omwT3",1183970725733908480,"[{'url': 'https://t.co/cwVV8omwT3', 'expanded_url': 'https://www.ndtv.com/business/attached-properties-of-amrapali-group-to-be-auctioned-says-supreme-court-2116906', 'display_url': 'ndtv.com/business/attac…', 'indices': [74, 97]}]",[],2019-10-15 04:59:52,Twitter Web App,22,8,
"Sensex Rises Over 100 Points, Nifty Above 11,350
https://t.co/E55JEIAFFe",1183956626308358145,"[{'url': 'https://t.co/E55JEIAFFe', 'expanded_url': 'https://www.ndtv.com/business/bse-sensex-today-share-market-live-updates-sensex-nifty-likely-to-open-higher-wipro-kotak-in-focus-2116856', 'display_url': 'ndtv.com/business/bse-s…', 'indices': [49, 72]}]",[],2019-10-15 04:03:51,Twitter Web App,5,4,
